scenario,seed,dy,n,alpha_hat,se,alpha_0,se_alpha_0,n_pool,cover
S-C,seed04,8,5996,1.3489115136964893,0.17859206065981847,1.0852123454851073,0.01726544917199372,59539,1.0
S-C,seed04,9,4081,1.4075058904949718,0.2605106526908775,1.0234323525883746,0.019938232571708528,39600,1.0
S-C,seed04,10,2094,1.0045818582290194,0.22540676175265265,0.953263764651401,0.0251203388115774,19579,1.0
S-C,seed05,1,19369,2.060103832978288,0.044773299861405956,2.0085711117347382,0.004239935265378656,191752,1.0
S-C,seed05,2,18026,1.743845267039994,0.05802789691877165,1.6487377747038214,0.0055057402739517244,177946,1.0
S-C,seed05,3,16144,1.4720359262605394,0.07106179389800595,1.4117702319770542,0.007171352096799005,159174,1.0
S-C,seed05,4,14174,1.341392999048878,0.06991649289862735,1.3200642292037443,0.009517885238985245,139514,1.0
S-C,seed05,5,12151,1.4063219748929736,0.09090661443352327,1.2730413203600597,0.011860991457166476,119679,1.0
S-C,seed05,6,10110,1.388969034964392,0.13227129826603015,1.2056894810894812,0.01357965347995018,99989,1.0
S-C,seed05,7,8052,1.1810325251918736,0.09568980257139954,1.1455241964563503,0.015347692415438692,79655,1.0
S-C,seed05,8,6011,0.907718949213285,0.0934782468501989,1.0852123454851073,0.01726544917199372,59539,1.0
S-C,seed05,9,4051,0.9387372103324324,0.1755341495467051,1.0234323525883746,0.019938232571708528,39600,1.0
S-C,seed05,10,2043,1.0628246211892982,0.2274281813239287,0.953263764651401,0.0251203388115774,19579,1.0
S-C,seed06,1,19164,2.0801164735050284,0.05187321714631006,2.0085711117347382,0.004239935265378656,191752,1.0
S-C,seed06,2,17869,1.6783938053508916,0.04982542389996787,1.6487377747038214,0.0055057402739517244,177946,1.0
S-C,seed06,3,16078,1.4431317957627179,0.06670435361819155,1.4117702319770542,0.007171352096799005,159174,1.0
S-C,seed06,4,14182,1.3946154024687245,0.07340415755596164,1.3200642292037443,0.009517885238985245,139514,1.0
S-C,seed06,5,12162,1.177995208362327,0.07740546785760961,1.2730413203600597,0.011860991457166476,119679,1.0
S-C,seed06,6,10095,1.219207646432616,0.09829239946222118,1.2056894810894812,0.01357965347995018,99989,1.0
S-C,seed06,7,8036,1.0058771309368513,0.08895097497218808,1.1455241964563503,0.015347692415438692,79655,1.0
S-C,seed06,8,6056,0.9156865712827704,0.09589699231241763,1.0852123454851073,0.01726544917199372,59539,1.0
S-C,seed06,9,4059,1.17742024038402,0.2659841016743353,1.0234323525883746,0.019938232571708528,39600,1.0
S-C,seed06,10,2005,1.0732642166047521,0.2893157899672575,0.953263764651401,0.0251203388115774,19579,1.0
S-C,seed07,1,19238,1.9480345323584374,0.03543333276746129,2.0085711117347382,0.004239935265378656,191752,1.0
S-C,seed07,2,17871,1.6297433297856416,0.048416149053118855,1.6487377747038214,0.0055057402739517244,177946,1.0
S-C,seed07,3,15982,1.387754362249156,0.05305423872349463,1.4117702319770542,0.007171352096799005,159174,1.0
S-C,seed07,4,14007,1.3214729126080254,0.0755873917523799,1.3200642292037443,0.009517885238985245,139514,1.0
S-C,seed07,5,12013,1.278484869314673,0.09869048667382128,1.2730413203600597,0.011860991457166476,119679,1.0
S-C,seed07,6,10019,1.1431965585072723,0.09390541650426885,1.2056894810894812,0.01357965347995018,99989,1.0
S-C,seed07,7,7951,1.178206111635685,0.1250854369284975,1.1455241964563503,0.015347692415438692,79655,1.0
S-C,seed07,8,5995,0.9088477047104638,0.12188871621454898,1.0852123454851073,0.01726544917199372,59539,1.0
S-C,seed07,9,3994,0.7779814869290754,0.14829020557054087,1.0234323525883746,0.019938232571708528,39600,1.0
S-C,seed07,10,2016,0.6946653896581384,0.22542958916407713,0.953263764651401,0.0251203388115774,19579,1.0
S-C,seed08,1,19043,2.0561319077106606,0.045810325603822366,2.0085711117347382,0.004239935265378656,191752,1.0
S-C,seed08,2,17607,1.6422350247038182,0.04700910596547053,1.6487377747038214,0.0055057402739517244,177946,1.0
S-C,seed08,3,15772,1.388736608852938,0.058079970001225306,1.4117702319770542,0.007171352096799005,159174,1.0
S-C,seed08,4,13828,1.2975825735810687,0.07576575931208884,1.3200642292037443,0.009517885238985245,139514,1.0
S-C,seed08,5,11839,1.1093752611382957,0.07012923786046381,1.2730413203600597,0.011860991457166476,119679,0.0
S-C,seed08,6,9865,1.1352908581661667,0.07750735312869278,1.2056894810894812,0.01357965347995018,99989,1.0
S-C,seed08,7,7871,1.1414425537445678,0.12019581482303567,1.1455241964563503,0.015347692415438692,79655,1.0
S-C,seed08,8,5910,1.0662838670971173,0.16412084281882738,1.0852123454851073,0.01726544917199372,59539,1.0
S-C,seed08,9,3881,1.1871287933951618,0.19946121460351657,1.0234323525883746,0.019938232571708528,39600,1.0
S-C,seed08,10,1976,0.6269161938087767,0.23719836037543846,0.953263764651401,0.0251203388115774,19579,1.0
S-C,seed09,1,19209,2.0429946694737047,0.045813230996517726,2.0085711117347382,0.004239935265378656,191752,1.0
S-C,seed09,2,17872,1.6868726064036461,0.05614202933687743,1.6487377747038214,0.0055057402739517244,177946,1.0
S-C,seed09,3,16022,1.456387140602898,0.06045329428540222,1.4117702319770542,0.007171352096799005,159174,1.0
S-C,seed09,4,14031,1.3535321459661895,0.06742062579444623,1.3200642292037443,0.009517885238985245,139514,1.0
S-C,seed09,5,12056,1.5365146473004687,0.2062437866764443,1.2730413203600597,0.011860991457166476,119679,1.0
S-C,seed09,6,10049,1.2760390060319915,0.10090258790119191,1.2056894810894812,0.01357965347995018,99989,1.0
S-C,seed09,7,8032,1.4600868332906807,0.20654223967752766,1.1455241964563503,0.015347692415438692,79655,1.0
S-C,seed09,8,6040,1.0421135907033223,0.11854034471712477,1.0852123454851073,0.01726544917199372,59539,1.0
S-C,seed09,9,4100,0.9756132840292171,0.13708502126747218,1.0234323525883746,0.019938232571708528,39600,1.0
S-C,seed09,10,2058,0.8044296874208239,0.16522760078245224,0.953263764651401,0.0251203388115774,19579,1.0
