scenario,dy,design,predictor,n,reps,n_all_zero_Y,alpha_n,alpha_P,V_n,mean_alpha_hat,sd_alpha_hat,coverage_alpha_n,coverage_alpha_n_Vn,coverage_alpha_P,mean_se_plugin,se_Vn,se_over_sd,sd_sqrtn_over_sqrtVn,bias_rel,misses_below,misses_above,mu_Y_folds,m_folds
S-A,4,random,f1,15000,2000,0,0.9196986540225316,0.9196986540225316,38.07299809925165,0.9197549037226989,0.049904398827853594,0.95,0.9555,0.95,0.04979817329684535,0.05038055054565644,0.9978714194839883,0.9905488980837688,6.11610117305746e-05,78,22,2180.45;2180.45;2180.45,2370.83;2370.83;2370.83
S-A,4,random,f2,15000,2000,0,3.797344720135092,3.797344720135092,700.4556829606787,3.7966996342056554,0.21680090309010025,0.9425,0.955,0.9425,0.2142652363269315,0.21609499191492595,0.9883041688155932,1.0032666706845859,-0.0001698781588134334,93,22,2180.45;2180.45;2180.45,574.203;574.203;574.203
S-A,5,random,f1,600,2000,0,0.856988795624219,0.856988795624219,45.85452045846103,0.850178453854063,0.26267288008610906,0.8505,0.9675,0.8505,0.22894587791059895,0.276449273401291,0.8716007447573051,0.9501666503019373,-0.007946827082138789,291,8,1808.17;1808.17;1808.17,2109.91;2109.91;2109.91
S-A,5,random,f2,600,2000,0,4.745485969503238,4.745485969503238,1525.159630371232,4.858751323647676,1.6706925213842305,0.8805,0.947,0.8805,1.4200206265741657,1.5943439770906989,0.8499592883779872,1.0478871218448418,0.02386802002415239,235,4,1808.17;1808.17;1808.17,381.03;381.03;381.03
S-A,5,random,f1,3000,2000,0,0.856988795624219,0.856988795624219,45.85452045846103,0.8586100238652282,0.1218288456494142,0.9215,0.9565,0.9215,0.11690339414254013,0.12363187353114222,0.9595707282571814,0.9854161566088874,0.0018917729721638968,152,5,1808.17;1808.17;1808.17,2109.91;2109.91;2109.91
S-A,5,random,f2,3000,2000,0,4.745485969503238,4.745485969503238,1525.159630371232,4.793896650848477,0.7223933789440646,0.924,0.949,0.924,0.6874140948501616,0.7130123024584339,0.9515786203009877,1.0131569630051056,0.010201417021638817,142,10,1808.17;1808.17;1808.17,381.03;381.03;381.03
S-A,5,random,f1,15000,2000,0,0.856988795624219,0.856988795624219,45.85452045846103,0.8557251572845606,0.054006417025063494,0.937,0.959,0.937,0.05411880415108717,0.055289854680258196,1.0020809957818813,0.9767871038436107,-0.0014745097556824677,109,17,1808.17;1808.17;1808.17,2109.91;2109.91;2109.91
S-A,5,random,f2,15000,2000,0,4.745485969503238,4.745485969503238,1525.159630371232,4.73776517331474,0.3183679881595498,0.938,0.948,0.938,0.31318853330253726,0.3188687954181397,0.9837312322543658,0.9984294253128997,-0.001626976928836313,103,21,1808.17;1808.17;1808.17,381.03;381.03;381.03
S-A,6,random,f1,600,2000,0,0.7982709717128392,0.7982709717128391,52.86834625394038,0.7959892084961806,0.3264176917775546,0.8315,0.957,0.8315,0.24458383843573991,0.2968398733715435,0.7492971263408652,1.0996423360179435,-0.002858381799556959,334,3,1534.72;1534.72;1534.72,1922.55;1922.55;1922.55
S-A,6,random,f2,600,2000,0,7.195775473548889,7.195775473548889,5352.765549462297,7.704365400417821,4.7973471387776785,0.861,0.937,0.861,2.816028886845818,2.986850501074752,0.5869971059803933,1.6061557607424475,0.07067896000069326,266,12,1534.72;1534.72;1534.72,213.28;213.28;213.28
S-A,6,random,f1,3000,2000,0,0.7982709717128392,0.7982709717128391,52.86834625394038,0.7962989514605685,0.13447442432086712,0.9085,0.9535,0.9085,0.12320478258749597,0.13275082705824018,0.9161949062783801,1.0129837026316286,-0.002470364477915796,175,8,1534.72;1534.72;1534.72,1922.55;1922.55;1922.55
S-A,6,random,f2,3000,2000,0,7.195775473548889,7.195775473548889,5352.765549462297,7.25360273067541,1.3753377771930866,0.9165,0.947,0.9165,1.2799822071179041,1.3357601518064905,0.9306675264386377,1.0296292903580564,0.008036278694226785,155,12,1534.72;1534.72;1534.72,213.28;213.28;213.28
S-A,6,random,f1,15000,2000,0,0.7982709717128392,0.7982709717128391,52.86834625394038,0.7983333178683106,0.05866745759386304,0.941,0.9555,0.941,0.057807240852511606,0.059367974674308696,0.9853374123128625,0.9882004214513184,7.810149395465192e-05,109,9,1534.72;1534.72;1534.72,1922.55;1922.55;1922.55
S-A,6,random,f2,15000,2000,0,7.195775473548889,7.195775473548889,5352.765549462297,7.202415971469772,0.5908313406903587,0.9395,0.9555,0.9395,0.5866437406097607,0.5973701002149503,0.9929123595987561,0.9890540897138327,0.0009228328406428361,104,17,1534.72;1534.72;1534.72,213.28;213.28;213.28
S-A,7,random,f1,600,2000,0,0.7353695048354466,0.7353695048354466,58.55563135023656,0.728752991643107,0.3089068432821979,0.8235,0.9565,0.8235,0.25032799220876223,0.31239833372964865,0.8103672600741909,0.9888235945250838,-0.008997535455077314,349,4,1309.15;1309.15;1309.15,1780.26;1780.26;1780.26
S-A,7,random,f2,600,2000,0,11.876473216129073,11.876473216129071,23390.955606009746,13.58238125102552,8.350020819488634,0.8625,0.918,0.8625,6.029657218317775,6.243790996663505,0.7221128364428484,1.3373318908257235,0.14363759374118795,256,19,1309.15;1309.15;1309.15,110.23;110.23;110.23
S-A,7,random,f1,3000,2000,0,0.7353695048354466,0.7353695048354466,58.55563135023656,0.7339993533964023,0.1382981351487236,0.901,0.9565,0.901,0.12890762544136183,0.13970878205543194,0.9320995203784681,0.9899029475029806,-0.0018632149280529186,193,5,1309.15;1309.15;1309.15,1780.26;1780.26;1780.26
S-A,7,random,f2,3000,2000,0,11.876473216129073,11.876473216129071,23390.955606009746,12.211977036925965,3.0179834870621254,0.9125,0.942,0.9125,2.746548660475275,2.792308221168152,0.9100608642325342,1.080820327850327,0.028249448695026345,160,15,1309.15;1309.15;1309.15,110.23;110.23;110.23
S-A,7,random,f1,15000,2000,0,0.7353695048354466,0.7353695048354466,58.55563135023656,0.7353937739572279,0.06396378246927664,0.932,0.9455,0.932,0.06061054982298268,0.06247966674592973,0.9475760732582599,1.0237535793745827,3.300262197676955e-05,119,17,1309.15;1309.15;1309.15,1780.26;1780.26;1780.26
S-A,7,random,f2,15000,2000,0,11.876473216129073,11.876473216129071,23390.955606009746,11.971271584425917,1.3012437844376707,0.9375,0.951,0.9375,1.2381875134978508,1.2487581993327008,0.95154153918432,1.0420302226107636,0.00798203023504501,102,23,1309.15;1309.15;1309.15,110.23;110.23;110.23
S-A,8,random,f1,600,2000,0,0.6740776311742325,0.6740776311742324,62.742990979735815,0.6771296236631091,0.3383444986901443,0.805,0.953,0.805,0.2612012295961253,0.32337540356819505,0.7719978619641551,1.046290147478061,0.004527657272293909,387,3,1130.81;1130.81;1130.81,1677.57;1677.57;1677.57
S-A,8,random,f2,600,2000,0,20.616273946142062,20.616273946142062,115656.92450599483,28.255598458598488,23.734846865200435,0.8405,0.8745,0.8405,14.231597067252707,13.883859004013427,0.5996077054164101,1.709528082814682,0.3705482635908599,262,57,1130.81;1130.81;1130.81,54.8504;54.8504;54.8504
S-A,8,random,f1,3000,2000,0,0.6740776311742325,0.6740776311742324,62.742990979735815,0.6718389247609614,0.15149337811500665,0.882,0.9545,0.882,0.13180093330637302,0.14461787692598244,0.8700111842929262,1.0475425399346943,-0.003321140340128588,227,9,1130.81;1130.81;1130.81,1677.57;1677.57;1677.57
S-A,8,random,f2,3000,2000,0,20.616273946142062,20.616273946142062,115656.92450599483,21.370920178560546,6.6778694713680204,0.911,0.9395,0.911,6.093745387265185,6.209050504599309,0.9125283765118021,1.07550574220993,0.0366043948770724,163,15,1130.81;1130.81;1130.81,54.8504;54.8504;54.8504
S-A,8,random,f1,15000,2000,0,0.6740776311742325,0.6740776311742324,62.742990979735815,0.676228819473075,0.06528538313085505,0.9305,0.9475,0.9305,0.06258228019830488,0.06467508071363902,0.9585955875125647,1.0094364384316468,0.003191306459903137,120,19,1130.81;1130.81;1130.81,1677.57;1677.57;1677.57
S-A,8,random,f2,15000,2000,0,20.616273946142062,20.616273946142062,115656.92450599483,20.890626195207144,2.7729228281265663,0.953,0.9475,0.953,2.7698691938576445,2.7767718008026856,0.9988987669480204,0.998613867846466,0.013307557407405404,79,15,1130.81;1130.81;1130.81,54.8504;54.8504;54.8504
S-A,9,random,f1,600,2000,0,0.6162322293667355,0.6162322293667354,65.47615245862092,0.5998740774551127,0.3128897811117598,0.797,0.967,0.797,0.24516234815664917,0.3303436404176236,0.7835422022590142,0.9471645366509903,-0.02654543389986775,402,4,988.913;988.913;988.913,1604.77;1604.77;1604.77
S-A,9,random,f2,600,2000,0,36.56206611273058,36.56206611273058,613312.3532965158,57.417368655225246,52.99078556168951,0.8095,0.8505,0.8095,29.726306151965566,31.971663320731267,0.5609712299388263,1.657429738018319,0.5704082060951431,301,80,988.913;988.913;988.913,27.0475;27.0475;27.0475
S-A,9,random,f1,3000,2000,0,0.6162322293667355,0.6162322293667354,65.47615245862092,0.614899678609077,0.14991557460976032,0.8935,0.9595,0.8935,0.1335377440750161,0.14773416718171067,0.8907529749502228,1.014765761161848,-0.0021624165276585114,206,7,988.913;988.913;988.913,1604.77;1604.77;1604.77
S-A,9,random,f2,3000,2000,0,36.56206611273058,36.56206611273058,613312.3532965158,40.13007563099972,16.663428603372044,0.8945,0.9125,0.8945,14.081331111689746,14.298162507778354,0.8450440450676652,1.165424479845362,0.09758774318902057,162,49,988.913;988.913;988.913,27.0475;27.0475;27.0475
S-A,9,random,f1,15000,2000,0,0.6162322293667355,0.6162322293667354,65.47615245862092,0.6150896278886735,0.06589621792538018,0.9425,0.953,0.9425,0.06344293282988411,0.06606872808352472,0.9627704719218616,0.9973889287239425,-0.001854173513832897,106,9,988.913;988.913;988.913,1604.77;1604.77;1604.77
S-A,9,random,f2,15000,2000,0,36.56206611273058,36.56206611273058,613312.3532965158,37.471038755857634,6.73389922902809,0.94,0.9375,0.94,6.429226338663936,6.394332664146253,0.9547553534732465,1.0531043007483527,0.024861085265927074,94,26,988.913;988.913;988.913,27.0475;27.0475;27.0475
S-A,10,random,f1,600,2000,0,0.5617328025610924,0.5617328025610924,66.7905499739857,0.5489368127985208,0.3208158714540035,0.7825,0.9655,0.7825,0.24470630616873545,0.3336428978563401,0.7627624688880764,0.9615546247657287,-0.022779495347665612,432,3,873.686;873.686;873.686,1555.34;1555.34;1555.34
S-A,10,random,f2,600,2000,0,81.51370646426533,81.51370646426533,3144539.0280471537,116.16103401123549,99.56740224537751,0.805,0.879,0.805,63.564649736105586,72.3940493416316,0.638408237059902,1.3753534047462013,0.4250490997137905,347,43,873.686;873.686;873.686,10.7183;10.7183;10.7183
S-A,10,random,f1,3000,2000,0,0.5617328025610924,0.5617328025610924,66.7905499739857,0.5582562143767953,0.1457121667260922,0.885,0.954,0.885,0.13181086771226813,0.14920963996335906,0.9045975409867074,0.97656000484871,-0.006189042492171315,223,7,873.686;873.686;873.686,1555.34;1555.34;1555.34
S-A,10,random,f2,3000,2000,0,81.51370646426533,81.51370646426533,3144539.0280471537,89.24064028480679,37.64346478855272,0.898,0.9245,0.898,31.127517980852236,32.375603098872425,0.8269036380072546,1.162710843519816,0.09479306187516894,163,41,873.686;873.686;873.686,10.7183;10.7183;10.7183
S-A,10,random,f1,15000,2000,0,0.5617328025610924,0.5617328025610924,66.7905499739857,0.5615290922540751,0.06703294155691063,0.924,0.949,0.924,0.06417908704296223,0.06672857957126802,0.9574260886115897,1.004561193833259,-0.0003626462725489734,137,15,873.686;873.686;873.686,1555.34;1555.34;1555.34
S-A,10,random,f2,15000,2000,0,81.51370646426533,81.51370646426533,3144539.0280471537,82.92572358089282,14.878237761704867,0.9385,0.9465,0.9385,14.362097287790238,14.47880986832632,0.9653090317427832,1.0275870666864915,0.017322450148264425,92,31,873.686;873.686;873.686,10.7183;10.7183;10.7183
S-A,1,blocks,f1,600,2000,0,1.512701144369873,1.512701144369873,19.50547343198326,1.5122159721077613,0.17504160492741155,0.9115,0.9605,0.9115,0.1654543175239394,0.1803028629463181,0.9452285220565252,0.9708198864236949,-0.0003207323957660236,170,7,5414.36;5414.36;5414.36,3579.26;3579.26;3579.26
